block,n_points,n_cells,displacement.c0.mean,displacement.c0.min,displacement.c0.max,displacement.c1.mean,displacement.c1.min,displacement.c1.max,displacement.c2.mean,displacement.c2.min,displacement.c2.max,displacement.norm.mean,displacement.norm.min,displacement.norm.max,velocity.c0.mean,velocity.c0.min,velocity.c0.max,velocity.c1.mean,velocity.c1.min,velocity.c1.max,velocity.c2.mean,velocity.c2.min,velocity.c2.max,velocity.norm.mean,velocity.norm.min,velocity.norm.max,contact_force.c0.mean,contact_force.c0.min,contact_force.c0.max,contact_force.c1.mean,contact_force.c1.min,contact_force.c1.max,contact_force.c2.mean,contact_force.c2.min,contact_force.c2.max,contact_force.norm.mean,contact_force.norm.min,contact_force.norm.max,external_force.c0.mean,external_force.c0.min,external_force.c0.max,external_force.c1.mean,external_force.c1.min,external_force.c1.max,external_force.c2.mean,external_force.c2.min,external_force.c2.max,external_force.norm.mean,external_force.norm.min,external_force.norm.max,internal_force.c0.mean,internal_force.c0.min,internal_force.c0.max,internal_force.c1.mean,internal_force.c1.min,internal_force.c1.max,internal_force.c2.mean,internal_force.c2.min,internal_force.c2.max,internal_force.norm.mean,internal_force.norm.min,internal_force.norm.max,stress.c0.mean,stress.c0.min,stress.c0.max,stress.c1.mean,stress.c1.min,stress.c1.max,stress.c2.mean,stress.c2.min,stress.c2.max,stress.c3.mean,stress.c3.min,stress.c3.max,stress.norm.mean,stress.norm.min,stress.norm.max,stress.xx.mean,stress.yy.mean,stress.xy.mean,stress.zz_or_extra.mean
0,8365,16370,9.984093944720696,9.532911674129966,10.395084173690167,-0.56250654954503,-0.9999999999999453,-0.10040518665418356,0.0,0.0,0.0,10.00342279574185,9.53368707341427,10.403850998728029,-2.174042977192967,-897.9944620789212,923.2629681329495,24.554429319333803,-779.9609900195849,1183.501393589095,0.0,0.0,0.0,286.15091867595555,0.0,1212.5055588840817,-3163761.410643072,-1198654539.5728858,771535749.26232,56319465.999834366,0.0,5976372447.872014,0.0,0.0,0.0,56795798.50659353,0.0,6001963823.638162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.120615100119546e-10,-3828987816.6525517,3800023262.30157,-1.8241230200239092e-09,-5913672206.513768,8071657442.039505,0.0,0.0,0.0,1300012278.428378,26857460.298115034,8276083957.171884,-3702767094.2744694,-40861650382.7713,24813490963.819134,1051440598.9809188,-26242543458.57465,31772535518.889812,1051440598.9809188,-26242543458.57465,31772535518.889812,-36756453670.65796,-119509290624.31702,1648629780.6168954,38898851154.29534,6396104145.63561,127253803500.75677,-3702767094.2744694,1051440598.9809188,1051440598.9809188,-36756453670.65796
1,1130,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
